brand,model,size,resolution,ref_rate,res_rate,panel_type,asp_ratio,price
CTL,IP2380S,24.0,1920 x 1080,60,6,,16:9,172.92
Philips,326M6FJSB,31.5,2560 x 1440,60,5,IPS,16:9,
V7,L215ADS-2N,21.5,1920 x 1080,60,5,IPS,16:9,
ViewSonic,VG2753,27.0,1920 x 1080,60,7,IPS,16:9,249.99
AOC,2036Sa,20.0,1600 x 900,,5,,16:9,
AOC,e2343F,23.0,1920 x 1080,,5,TN,16:9,
AOC,F22,22.0,1920 x 1080,,5,,16:9,
Eizo,S2100-BK,21.3,1600 x 1200,,8,,4:3,
ViewSonic,VA2702w,27.0,1920 x 1080,,3,,16:9,
Samsung,B2240EW,22.0,1680 x 1050,,5,,16:10,
Samsung,S20A350B,20.0,1600 x 900,,5,,16:9,
Samsung,P2770HD,27.0,1920 x 1080,,5,TN,16:9,
Samsung,2443BWT-TAA-1,24.0,1920 x 1200,,5,,16:10,
Samsung,S27A350H,27.0,1920 x 1080,,2,,16:9,
Samsung,S27A550H,27.0,1920 x 1080,,2,,16:9,
Samsung,P2770FH,27.0,1920 x 1080,,1,,16:9,
Samsung,B2330HD,23.0,1920 x 1080,,5,,16:9,
Samsung,C27A750X,27.0,1920 x 1080,,2,,16:9,
Samsung,T24A350,24.0,1920 x 1080,,5,,16:9,
Dell,E2210,22.0,1680 x 1050,,5,TN,16:10,
Acer,V233HAJbmd,23.0,1920 x 1080,,5,,16:9,
Acer,S273HL bmii,27.0,1920 x 1080,,2,TN,16:9,
Acer,HN274Hbmiiid,27.0,1920 x 1080,120,2,TN,16:9,
Acer,S243HLbmii,24.0,1920 x 1080,,2,TN,16:9,
Acer,G215HVAbd,21.5,1920 x 1080,,5,TN,16:9,
Asus,VK246H,24.0,1920 x 1080,,2,,16:9,
Asus,VE258Q,25.0,1920 x 1080,,2,,16:9,
Asus,VW196T-P,19.0,1440 x 900,,5,,16:10,
Asus,VB175T,17.0,1280 x 1024,,5,,5:4,
LG,W2442PA-BF,24.0,1920 x 1080,,5,,16:9,
Hannspree,HZ281HPB,27.5,1920 x 1200,,3,,16:10,
Hannspree,SL231DPB,23.0,1920 x 1080,,5,,16:9,
Lenovo,ThinkVision L197,19.0,1440 x 900,,5,,16:10,411.49
HP,LE1751g,17.0,1280 x 1024,,5,,5:4,
NEC,E231W-BK,23.0,1920 x 1080,,5,,16:9,
Samsung,B2430HD,24.0,1920 x 1080,,5,,16:9,
HP,2509p,25.0,1920 x 1080,,3,,16:9,
Lenovo,D186,18.5,1366 x 768,,5,,16:9,
Acer,H243Hbmid,24.0,1920 x 1080,,2,,16:9,
Samsung,S23A750D,23.0,1920 x 1080,120,2,,16:9,
LG,W2486L,24.0,1920 x 1080,,2,TN,16:9,
NEC,LCD2490WUXi2-BK,24.0,1920 x 1200,,8,,16:10,
Acer,V203HCJbmd,20.0,1600 x 900,,5,,16:9,
LG,L1942PE-BS,19.0,1280 x 1024,,5,,5:4,
LG,N1941WP-PF,19.0,1366 x 768,,5,,16:9,
Samsung,S22A100N,21.5,1920 x 1080,,5,,16:9,
Asus,PA238Q,23.0,1920 x 1080,,6,IPS,16:9,
Hannspree,HF-257HPB,24.6,1920 x 1080,,2,,16:9,
Dell,E1912H,18.5,1360 x 768,60,5,TN,16:9,
Planar,PXL2430MW,23.5,1920 x 1080,,5,,16:9,217.75
ViewSonic,VG2228wm-LED,22.0,1920 x 1080,,5,,16:9,
Samsung,S19A200NW,19.0,1440 x 900,,5,TN,16:10,
Dell,P2412H,24.0,1920 x 1080,60,5,TN,16:9,
ViewSonic,VA2703,27.0,1920 x 1080,,3,,16:9,
Dell,E2311H,23.0,1920 x 1080,,5,TN,16:9,
AOC,2436Vwa,24.0,1920 x 1080,60,5,,16:9,
Samsung,S27B970D,27.0,2560 x 1440,,5,,16:9,
Samsung,T27B350ND,27.0,1920 x 1080,,5,TN,16:9,
Samsung,S24A650D,24.0,1920 x 1080,60,8,,16:9,
Samsung,S27B550V,27.0,1920 x 1080,,2,TN,16:9,
Dell,P190S,19.0,1280 x 1024,60,5,,5:4,
Dell,IN1930,18.5,1366 x 768,60,5,,16:9,
Dell,P1911,19.0,1440 x 900,,5,,16:10,
Hannspree,HF205DPB,20.0,1600 x 900,,5,,16:9,
ViewSonic,VA1912M-LED,19.0,1366 x 768,,5,,16:9,
HP,w185e,18.5,1366 x 768,60,5,,16:9,
HP,L2201x,21.5,1920 x 1080,60,16,,16:9,
Gateway,HX2001L bmd,20.0,1600 x 900,60,5,,16:9,
HP,LA2405x,24.0,1920 x 1200,60,5,,16:10,
LG,E2241VB-BN,21.5,1920 x 1080,,5,,16:9,
HP,LE2202x,21.5,1920 x 1080,,5,TN,16:9,
LG,E2342V-BN,23.0,1920 x 1080,,5,TN,16:9,
LG,EW224T,22.0,1920 x 1080,,5,,16:9,
ViewSonic,VA2212M-LED,22.0,1920 x 1080,,5,,16:9,
LG,N2210WZ-BF,22.0,1680 x 1050,,5,TN,16:10,
ViewSonic,VA1931wm-LED,19.0,1366 x 768,60,5,,16:9,
LG,E2211TB-BN,22.0,1920 x 1080,,5,,16:9,
HP,LA2206xc,21.5,1920 x 1080,60,5,,16:9,
HP,LV1911,18.5,1366 x 768,60,5,,16:9,
AOC,e2251Swdn,22.0,1920 x 1080,60,5,,16:9,
HP,L240w,24.0,1920 x 1200,60,5,TN,16:10,
ViewSonic,VA2451M-LED,24.0,1920 x 1080,,5,,16:9,
ViewSonic,VA926,19.0,1280 x 1024,,5,,5:4,
ViewSonic,VP2655wb,26.0,1920 x 1200,,,IPS,16:10,
ViewSonic,VX2739WM,27.0,1920 x 1080,,1,TN,16:9,
Philips,BDL3245E00,32.0,1920 x 1080,60,5,,16:9,
HP,A9S75A8#ABA,19.0,1280 x 1024,,5,,5:4,212.92
Samsung,S22B420BW,22.0,1680 x 1050,,5,,16:10,
Acer,V223WL,22.0,1680 x 1050,,5,,16:10,324.58
ViewSonic,VA2406m-LED,24.0,1920 x 1080,,5,,16:9,
ViewSonic,VG732m-LED,17.0,1280 x 1024,,,,5:4,
Acer,V196WLbd,19.0,1440 x 900,60,5,TN,16:10,294.58
Acer,V196WLbm,19.0,1440 x 900,60,5,TN,16:10,242.28
AOC,E2260SD,22.0,1680 x 1050,60,5,TN,16:10,
AOC,q2963Pm,29.0,2560 x 1080,60,5,IPS,21:9,
Acer,G196HQLb,18.5,1366 x 768,60,5,TN,16:9,
Acer,S236HLtmjj,23.0,1920 x 1080,60,6,IPS,16:9,
HP,2311gt (QJ684AA#ABA),23.0,1920 x 1080,60,5,TN,16:9,
HP,ZR2330w,23.0,1920 x 1080,60,14,IPS,16:9,
Samsung,LS22B420BWN/ZA,22.0,1680 x 1050,,5,,16:10,
Samsung,S22C200B,21.5,1920 x 1080,,5,TN,16:9,349.99
Samsung,S24B30BL,23.6,1920 x 1080,,5,TN,16:9,
Samsung,S24C200BL,23.6,1920 x 1080,,5,,16:9,
Samsung,S24C350HL,23.6,1920 x 1080,,5,TN,16:9,
Samsung,S24C570HL,23.6,1920 x 1080,,5,,16:9,
Samsung,T24C550ND,23.6,1920 x 1080,,2,,16:9,
Hannspree,HE195ABB,18.5,1366 x 768,,5,TN,16:9,
LG,24EB23PM-B,24.0,1920 x 1200,60,5,IPS,16:10,
LG,24EN33TW-B,23.6,1920 x 1080,60,5,TN,16:9,
LG,27EA63V-P,27.0,1920 x 1080,60,5,IPS,16:9,
Eizo,CG243W-BK,24.1,1920 x 1200,60,,IPS,16:10,
Lenovo,LI2721S,27.0,1920 x 1080,60,14,IPS,16:9,
Lenovo,LT2252p,22.0,1680 x 1050,75,5,TN,16:10,
Philips,19B4LPCB/27,19.0,1280 x 1024,60,5,,5:4,
Gateway,HX1853Lb,18.5,1366 x 768,60,5,TN,16:9,
Lenovo,60A6MAR2US,24.0,1920 x 1200,60,7,IPS,16:10,
Dell,E2014H,19.5,1600 x 900,,5,TN,16:9,199.95
HP,22xi,21.5,1920 x 1080,60,7,IPS,16:9,
HP,W2271d,21.5,1920 x 1080,60,5,TN,16:9,
Hannspree,HE245DPB,23.6,1920 x 1080,60,5,TN,16:9,
LG,DM2352D-PN,23.0,1920 x 1080,60,5,IPS,16:9,
HP,L2045w,20.1,1680 x 1050,60,5,TN,16:10,
Lenovo,LT2423,24.0,1920 x 1080,60,5,TN,16:9,480.99
Samsung,S24C650PL,23.6,1920 x 1080,60,5,PLS,16:9,
Samsung,S27C650P,27.0,1920 x 1080,60,4,PLS,16:9,
Samsung,S27C390H,27.0,1920 x 1080,60,5,TN,16:9,
QNIX,Perfect Pixel QX2710 Matte,27.0,2560 x 1440,60,8,PLS,16:9,
Acer,H233Hbmid,23.0,1920 x 1080,60,5,,16:9,
HP,NV23(E1K96AA#ABA),23.0,1920 x 1080,60,7,IPS,16:9,
Achieva,QH2700-IPSMS LITE EDGE,27.0,2560 x 1440,60,6,IPS,16:9,
QNIX,QX2710 LED EVOLUTION II DP MULTI,27.0,2560 x 1440,60,8,PLS,16:9,
Acer,UM.HB6AA.A01,27.0,2560 x 1440,60,6,IPS,16:9,
Planar,PCT2485,24.0,1920 x 1080,60,14,,16:9,333.98
Acer,H236HLBmjd,23.0,1920 x 1080,60,5,IPS,16:9,
Dell,S2240T,21.5,1920 x 1080,60,12,,16:9,
Samsung,ED32C,32.0,1366 x 768,,8,,16:9,799.00
Samsung,LE32C,32.0,1366 x 768,60,8,,16:9,
Dell,UP2414Q,23.8,3840 x 2160,60,6,IPS,16:9,
Lenovo,60AAHAR1US,19.0,1280 x 1024,,7,,5:4,
Gateway,KX2703bd,27.0,1920 x 1080,60,6,TN,16:9,
LG,20M35D-B,19.5,1600 x 900,60,5,TN,16:9,
AOC,E2060SWDA-TAA,20.0,1600 x 900,60,5,TN,16:9,
LG,24M45H,24.0,1920 x 1080,60,5,TN,16:9,
Gateway,KX2153 Abd,21.5,1920 x 1080,60,8,TN,16:9,
LG,23MB35PM-B,23.0,1920 x 1080,60,5,IPS,16:9,
LG,25UM64-S,25.0,2560 x 1080,60,14,IPS,21:9,
LG,29UB65-P,29.0,2560 x 1080,60,5,IPS,21:9,
Samsung,S20D300H,19.5,1600 x 900,60,5,TN,16:9,
Samsung,T28D310NH,27.5,1366 x 768,60,6,TN,16:9,
BenQ,PG2401PT,24.1,1920 x 1200,60,5,IPS,16:10,999.00
Dell,UZ2715H,27.0,1920 x 1080,60,8,IPS,16:9,
LG,27MP34HQ-B,27.0,1920 x 1080,60,5,IPS,16:9,
NEC,PA272W-SV,27.0,2560 x 1440,85,6,IPS,16:9,
Samsung,T27B550,27.0,1920 x 1080,60,5,,16:9,
Acer,G246HYL bmjj,23.8,1920 x 1080,60,6,IPS,16:9,
HP,L2206tm,21.5,1920 x 1080,60,5,TN,16:9,
LG,25UM55-P,25.0,2560 x 1080,60,14,IPS,21:9,
V7,L23600WHS-9N,23.6,1920 x 1080,60,5,TN,16:9,
ViewSonic,VX2263SMHL-W,21.5,1920 x 1080,60,5,TN,16:9,
ViewSonic,VX2363SMHL-W,23.0,1920 x 1080,60,14,TN,16:9,
ViewSonic,VX2858Sml,28.0,1920 x 1080,60,6,VA,16:9,
LG,25UM64-S,25.0,2560 x 1080,60,5,IPS,21:9,
LG,25UM65-P,25.0,2560 x 1080,60,14,IPS,21:9,
ViewSonic,VA1917A,18.5,1366 x 768,60,5,TN,16:9,
ViewSonic,VG2438SM,24.0,1920 x 1200,60,5,PLS,16:10,
Samsung,S24E360HL,23.6,1920 x 1080,60,4,PLS,16:9,
LG,27MP57HT,27.0,1920 x 1080,60,5,IPS,16:9,
LG,22MC57HQ-P,21.5,1920 x 1080,60,5,IPS,16:9,
HP,K7X31AA#ABA,23.0,1920 x 1080,60,5,,16:9,
Lenovo,60C8MAR1US,23.8,1920 x 1080,60,7,IPS,16:9,213.49
LG,22MC37D-B,21.5,1920 x 1080,60,5,TN,16:9,
Crossover,2795 QHD,27.0,2560 x 1440,60,6,IPS,16:9,
Planar,PXL2780MW,27.0,2560 x 1440,60,7,IPS,16:9,
LG,22MB35DM-I,21.5,1920 x 1080,60,5,IPS,16:9,
LG,27MP37VQ-B,27.0,1920 x 1080,60,5,IPS,16:9,
Samsung,S22E650D,21.5,1920 x 1080,60,4,PLS,16:9,
Philips,272P4APJKEB,27.0,2560 x 1440,60,5,VA,16:9,
HP,ENVY 34c,34.0,3440 x 1440,60,8,VA,21:9,
Dell,E2715HM,27.0,1920 x 1080,60,8,IPS,16:9,
HP,V193b,18.5,1366 x 768,60,5,TN,16:9,
LG,27MC67-B,27.0,3840 x 2160,60,5,IPS,16:9,
Samsung,S19E200BR,19.0,1280 x 1024,60,5,TN,5:4,
Acer,B196L,19.0,1280 x 1024,75,5,TN,5:4,170.99
BenQ,BL2410PT,24.0,1920 x 1080,60,4,VA,16:9,
HP,P19A,19.0,1280 x 1024,60,5,TN,5:4,119.99
LG,24MP47HQ,23.8,1920 x 1080,60,5,IPS,16:9,
QNIX,QX2414 LED 144 MULTI Perfect Pixel,24.0,1920 x 1080,144,2,TN,16:9,
HP,S240ml,23.8,1920 x 1080,60,7,IPS,16:9,
HP,E241i,24.0,1920 x 1200,60,8,IPS,16:10,
NEC,E203Wi-BK,20.0,1600 x 900,60,14,IPS,16:9,179.79
Samsung,S22E390H,21.5,1920 x 1080,60,4,PLS,16:9,
Pixio,PX274,27.0,2560 x 1440,60,4,IPS,16:9,
Samsung,BX2035,20.0,1600 x 900,,2,TN,16:9,
Lenovo,65CEGAC1UD,27.0,2560 x 1440,,4,IPS,16:9,
LG,27MP38VQ-B,27.0,1920 x 1080,60,5,IPS,16:9,
Nixeus,NX-EDG27S,27.0,2560 x 1440,144,4,IPS,16:9,
iiyama,Prolite B2480HS-B2,23.6,1920 x 1080,60,1,TN,16:9,
iiyama,Prolite E2480HS-B1,23.6,1920 x 1080,60,2,TN,16:9,
iiyama,G-Master GE2788HS-B2,27.0,1920 x 1080,60,1,TN,16:9,
BenQ,VZ2770H,27.0,1920 x 1080,60,4,VA,16:9,
iiyama,Prolite X2380HS-B1,23.0,1920 x 1080,60,5,IPS,16:9,
HP,23BW,23.0,1920 x 1080,60,7,IPS,16:9,
iiyama,G-MASTER GOLD PHOENIX,31.5,1920 x 1080,144,3,VA,16:9,
Acer,H277HK smidppx,27.0,3840 x 2160,60,4,IPS,16:9,
Samsung,LS19F350HNWXXL,18.5,1366 x 768,60,14,IPS,16:9,
Crossover,34U100,34.0,3440 x 1440,100,3,PVA,21:9,
Dell,P2219HC,22.0,1920 x 1080,60,5,IPS,16:9,
Asus,C623AQH,23.0,1920 x 1080,60,5,IPS,16:9,
Acer,VA240H bp,24.0,1920 x 1080,60,5,TN,16:9,
HP,Z22n G2,21.5,1920 x 1080,60,5,IPS,16:9,199.00
HP,ProDisplay P223,21.5,1920 x 1080,60,5,VA,16:9,
NEC,E233WMI-BK,23.0,1920 x 1080,60,14,IPS,16:9,226.99
V7,L28TN4K-2N,28.0,3840 x 2160,60,2,TN,16:9,
ViewEra,V151HV2,15.0,1024 x 768,60,8,TN,4:3,243.98
VIOTEK,SUW49CR,49.0,3840 x 1080,144,4,VA,32:9,
Acer,KA270HK bmjdppx,27.0,3840 x 2160,60,4,IPS,16:9,
NEC,LCD1960NXi,19.0,1280 x 1024,60,,IPS,5:4,
HP,D7R00A8#ABA,27.0,2560 x 1440,60,12,IPS,16:9,593.34
NEC,EA271U-BK-SV,27.0,3840 x 2160,60,5,IPS,16:9,678.71
NEC,EA241F-BK,23.8,1920 x 1080,60,5,IPS,16:9,237.80
HP,D7P94A4#ABA,30.0,2560 x 1600,60,8,IPS,16:10,1374.99
Philips,241B8QTAA,23.8,1920 x 1080,60,5,IPS,16:9,183.97
Acer,B247Y bmiprczx bmiprczx,23.8,1920 x 1080,75,4,IPS,16:9,249.99
NEC,P243W-BK,24.1,1920 x 1200,60,8,IPS,16:10,633.26
HP,E24d G4,23.8,1920 x 1080,60,5,IPS,16:9,329.00
NEC,EA273WMi-BK,27.0,1920 x 1080,60,6,IPS,16:9,364.15
Planar,PXL2230MW,22.0,1920 x 1080,,5,,16:9,200.12
HP,LA1951g,19.0,1280 x 1024,,5,,5:4,199.00
Samsung,NC240,23.6,1920 x 1080,,5,,16:9,214.75
Dell,P2212H,21.5,1920 x 1080,60,5,TN,16:9,495.00
ViewSonic,VG2239M-LED,22.0,1920 x 1080,,5,,16:9,
NEC,ASLCD194WXM-BK,19.0,1440 x 900,,5,,16:10,
Acer,B193WLBJObmdh,19.0,1440 x 900,60,5,TN,16:10,324.58
NEC,AS193i-BK,19.0,1280 x 1024,60,14,IPS,5:4,208.94
NEC,EA193MI-BK,19.0,1280 x 1024,75,6,IPS,5:4,200.10
LG,24MB35PU-B,23.8,1920 x 1080,60,5,IPS,16:9,413.94
ViewSonic,VA2465SMH,23.6,1920 x 1080,60,7,VA,16:9,
LG,27MP36HQ-B,27.0,1920 x 1080,60,5,IPS,16:9,314.28
HP,Z27s,27.0,3840 x 2160,60,6,IPS,16:9,659.85
NEC,EA275WMI-BK-SV,27.0,2560 x 1440,60,6,IPS,16:9,699.99
AOC,E2260PQ/BK,22.0,1680 x 1050,60,2,TN,16:10,500.00
NEC,EA295WMi-BK,29.0,2560 x 1080,60,6,IPS,21:9,454.99
ViewEra,V172BN2,17.0,1280 x 1024,60,5,TN,5:4,231.98
NEC,EA231WU-BK,22.5,1920 x 1200,60,5,IPS,16:10,249.00
Asus,ML239H,23.0,1920 x 1080,,5,IPS,16:9,
AOC,E2243FW,21.5,1920 x 1080,,5,,16:9,
AOC,E2343FK,23.0,1920 x 1080,,5,TN,16:9,
ViewSonic,VG932m,19.0,1280 x 1024,,5,,5:4,
ViewSonic,VX2753mh-LED,27.0,1920 x 1080,,1,,16:9,
ViewSonic,VP2365wb,23.0,1920 x 1080,,14,IPS,16:9,
ViewSonic,VA2231WM,21.5,1920 x 1080,,5,,16:9,
Samsung,E1920NR,19.0,1280 x 1024,,5,,5:4,
Samsung,S23A550H,23.0,1920 x 1080,,2,,16:9,
Samsung,S22A350H,21.5,1920 x 1080,,2,,16:9,
Samsung,S23A350H,23.0,1920 x 1080,,2,,16:9,
Samsung,B1940W,19.0,1440 x 900,,5,,16:10,
Samsung,S27A950D,27.0,1920 x 1080,120,2,,16:9,
Samsung,S23A950D,23.0,1920 x 1080,120,2,,16:9,
Samsung,B2240W,22.0,1680 x 1050,,5,,16:10,
Samsung,FX2490HD,24.0,1920 x 1080,,5,,16:9,
Samsung,B1940MR,19.0,1280 x 1024,,5,,5:4,
Samsung,S20A300B,20.0,1600 x 900,,5,,16:9,
Samsung,B1740R,17.0,1280 x 1024,,5,,5:4,
Samsung,T22A350,21.5,1920 x 1080,,5,,16:9,
Samsung,T23A350,23.0,1920 x 1080,,5,,16:9,
V7,D22W12-N6,22.0,1680 x 1050,,5,,16:10,
Acer,V243HAJbd,24.0,1920 x 1080,,2,,16:9,
Acer,V223WEJbmd,22.0,1680 x 1050,,5,,16:10,
Acer,V223WEJbd,22.0,1680 x 1050,,5,,16:10,
Acer,G245HBbd,24.0,1920 x 1080,,5,TN,16:9,
Acer,V173DJbm,17.0,1280 x 1024,,5,,5:4,
Acer,HS244HQbmii,23.6,1920 x 1080,120,2,TN,16:9,
Asus,VW224U,22.0,1680 x 1050,,2,,16:10,
Asus,VW228TLB,21.5,1920 x 1080,,5,,16:9,
Asus,VH192D,18.5,1366 x 768,,5,,16:9,
Asus,PA246Q,24.1,1920 x 1200,,6,IPS,16:10,
Asus,ML228H,21.5,1920 x 1080,,2,,16:9,
Asus,VB195T,19.0,1280 x 1024,,5,,5:4,
Asus,VG236HE,23.0,1920 x 1080,120,2,,16:9,
Asus,VW193DR,19.0,1440 x 900,,5,,16:10,
BenQ,EW2420,24.0,1920 x 1080,,25,,16:9,
BenQ,GL2030,20.0,1600 x 900,,5,TN,16:9,
LG,N194WA-BF,19.0,1440 x 900,,5,,16:10,
LG,IPS231P-BN,23.0,1920 x 1080,,6,IPS,16:9,
LG,M2380D-PU,23.0,1920 x 1080,,5,TN,16:9,
LG,E2381VR,23.0,1920 x 1080,,5,TN,16:9,
LG,IPS226V-PN,21.5,1920 x 1080,,8,IPS,16:9,
NEC,LCD2190UXp-BK,21.3,1600 x 1200,,16,,4:3,
NEC,P221W-BK-SV,22.0,1680 x 1050,,8,,16:10,
Hannspree,HW-173ABB,17.0,1440 x 900,,5,,16:10,
HP,LE2201w,22.0,1680 x 1050,,5,,16:10,
Hannspree,HL227DBB,21.5,1920 x 1080,,5,,16:9,
HP,LA2205wg,22.0,1680 x 1050,,5,,16:10,
Hannspree,HH241DPB,23.6,1920 x 1080,,5,,16:9,
HP,LE1911,19.0,1280 x 1024,,5,,5:4,
Hannspree,HZ201DPB,20.0,1600 x 900,,5,,16:9,
HP,ZR24w,24.0,1920 x 1200,,7,IPS,16:10,
HP,S1933,18.5,1366 x 768,,5,TN,16:9,
Compaq,LA1751g,17.0,1280 x 1024,,5,,5:4,
Planar,PL1711M-BK,17.0,1280 x 1024,,5,,5:4,
Lenovo,L1711p,17.0,1280 x 1024,,5,,5:4,
Planar,PL1910M,19.0,1280 x 1024,,5,,5:4,349.83
Lenovo,L2321x,23.0,1920 x 1080,,5,,16:9,
NEC,P221W-BK,22.0,1680 x 1050,,8,,16:10,
Gateway,FHX2402Lbid,24.0,1920 x 1080,,5,TN,16:9,
Gateway,FHX2152Lbd,21.5,1920 x 1080,,5,TN,16:9,
HP,LE1901wi,19.0,1440 x 900,,5,,16:10,199.99
Planar,PX2710MW,27.0,1920 x 1080,,2,,16:9,
BenQ,VW2420H,24.0,1920 x 1080,,25,,16:9,
NEC,LCD2090UXi-BK-SV,20.1,1600 x 1200,,16,,4:3,
Asus,ML238H,23.0,1920 x 1080,,2,,16:9,
LG,W2246PM-BF,21.5,1920 x 1080,,5,,16:9,
HP,ZR24w,24.0,1920 x 1200,60,7,,16:10,
HP,LA2306x,23.0,1920 x 1080,,5,,16:9,
Samsung,B2330,23.0,1920 x 1080,,5,,16:9,
NEC,AS192-BK,19.0,1280 x 1024,,5,TN,5:4,280.00
ViewSonic,VG1932wm-LED,19.0,1440 x 900,,5,,16:10,
Asus,VS198D-P,19.0,1440 x 900,,5,,16:10,
ViewSonic,VP2365-LED,23.0,1920 x 1080,,6,IPS,16:9,
Sceptre,X195W-Naga,18.5,1366 x 768,,5,,16:9,
Samsung,C23A750X,23.0,1920 x 1080,,2,,16:9,
LG,W2753VC-PF,27.0,1920 x 1080,,2,TN,16:9,
LG,L2000CP-BF,20.0,1600 x 1200,,8,,4:3,
LG,E2210T-BN,22.0,1680 x 1050,,5,,16:10,
NEC,E321,32.0,1366 x 768,,8,,16:9,
LG,M3204CCBA,32.0,1366 x 768,,,,16:9,
Philips,BDL3215E/00,32.0,1366 x 768,,8,,16:9,
Dell,U2212HM,21.5,1920 x 1080,,8,IPS,16:9,
LG,W3000H-Bn,30.0,2560 x 1600,,5,IPS,16:10,
Acer,G245HQ Abmid,23.6,1920 x 1080,,5,TN,16:9,
ViewSonic,V3D245,23.6,1920 x 1080,120,2,,16:9,
NEC,EX201W-BK,20.0,1600 x 900,,5,TN,16:9,579.00
Samsung,943BT-2,19.0,1280 x 1024,,5,,5:4,
DoubleSight,DS-245V,24.0,1920 x 1200,,5,IPS,16:10,
HP,DreamColor LP2480zx,24.0,1920 x 1200,,12,IPS,16:10,
Dell,S2230MX,21.5,1920 x 1080,60,2,,16:9,
AOC,i2353Ph,23.0,1920 x 1080,60,5,,16:9,
Acer,V243HQAJbmd,23.6,1920 x 1080,60,5,TN,16:9,
Acer,V213HLBJbd,21.5,1920 x 1080,60,5,TN,16:9,295.58
Acer,B233HL Jbmdh,23.0,1920 x 1080,60,5,TN,16:9,
Acer,V203HLBJbd,20.0,1600 x 900,60,5,TN,16:9,
Acer,V243HL DJbmd,24.0,1920 x 1080,60,5,TN,16:9,
Acer,V273H bmidz,27.0,1920 x 1080,60,5,TN,16:9,
Samsung,S22A450BW-1,22.0,1680 x 1050,,5,,16:10,
Samsung,S22A650S,21.5,1920 x 1080,60,8,,16:9,
Samsung,S24A450BW,24.0,1920 x 1200,,5,TN,16:10,
Samsung,S22A450MW,22.0,1680 x 1050,,5,,16:10,
Samsung,943BWT-TAA-1,19.0,1440 x 900,,5,,16:10,
BenQ,GW2250,21.5,1920 x 1080,,4,,16:9,
Dell,E2211H,21.5,1920 x 1080,,5,TN,16:9,
Dell,E1911,19.0,1440 x 900,60,5,,16:10,
Dell,P170S,17.0,1280 x 1024,60,5,TN,5:4,
Acer,G276HLDbd,27.0,1920 x 1080,60,6,,16:9,
Hannspree,SM198DPR,19.0,1440 x 900,,5,,16:10,
NEC,EA243WM-BK,24.0,1920 x 1200,,5,TN,16:10,
NEC,EX231WP-BK,23.0,1920 x 1080,,25,,16:9,
Asus,VB175T-TAA,17.0,1280 x 1024,,5,,5:4,
HP,ZR2740w,27.0,2560 x 1440,60,14,IPS,16:9,
HP,LA2206xc,21.5,1920 x 1080,60,5,,16:9,
LG,E2441T-BN,24.0,1920 x 1080,,5,,16:9,
ViewSonic,VA2251M-LED,22.0,1920 x 1080,,5,,16:9,
LG,E2211T-BN,22.0,1920 x 1080,,5,,16:9,
HP,LE2002XM,20.0,1600 x 900,60,5,,16:9,
HP,LE2002x,20.0,1600 x 900,,5,TN,16:9,
LG,IPS235T-BN,23.0,1920 x 1080,,8,IPS,16:9,
LaCie,324i,24.0,1920 x 1200,60,6,IPS,16:10,
HP,W2371d (B3A19AA#ABA),23.0,1920 x 1080,60,5,TN,16:9,
Asus,VW226TL-TAA,22.0,1680 x 1050,,5,,16:10,
HP,LE1851wt,18.5,1366 x 768,60,5,,16:9,
Hannspree,HL269DPB,26.0,1920 x 1080,,5,,16:9,
HP,L191s,19.0,1280 x 1024,60,5,,5:4,
Acer,B243PWL Kbmdrz,24.0,1920 x 1200,,14,IPS,16:10,
Eizo,S2433WFS-BK,24.0,1920 x 1200,,6,,16:10,
ViewSonic,VA2223wmLED,22.0,1920 x 1080,75,5,,16:9,
LG,E2711PY-BN,27.0,1920 x 1080,60,5,,16:9,
Lenovo,LT1952p,19.0,1440 x 900,,5,,16:10,
V7,LED185W2R-8N,18.5,1366 x 768,75,5,,16:9,
V7,LED215W2R-8N,21.5,1920 x 1080,75,5,,16:9,
Asus,VG23AH,23.0,1920 x 1080,,5,IPS,16:9,
Acer,G245Hbmid,24.0,1920 x 1080,,5,,16:9,
HP,ZR2740w,27.0,2560 x 1440,60,12,IPS,16:9,
ViewSonic,VX2460h-LED,24.0,1920 x 1080,,2,,16:9,
Acer,S181HL Gb,18.5,1366 x 768,,5,,16:9,
Acer,G185HVb,18.5,1366 x 768,60,5,TN,16:9,
Acer,V173 DJObd,17.0,1280 x 1024,75,5,TN,5:4,
HP,L190w,19.0,1440 x 900,,5,TN,16:10,
Samsung,S19B220NW,19.0,1440 x 900,,5,,16:10,
Samsung,S19B420M,18.5,1366 x 768,,5,,16:9,
AOC,E2060SDA,20.0,1600 x 900,,5,,16:9,281.58
Acer,V173DJOb,17.0,1280 x 1024,75,5,TN,5:4,
ViewSonic,VP2770-LED,27.0,2560 x 1440,,12,IPS,16:9,
Zalman,MZ240ED,24.0,1920 x 1080,,5,,16:9,
Zalman,MZ230ED,23.0,1920 x 1080,,5,,16:9,
Acer,S275HL,27.0,1920 x 1080,60,6,IPS,16:9,
Acer,V233HL,23.0,1920 x 1080,60,5,TN,16:9,347.59
Asus,VS197T-P,18.5,1366 x 768,,5,,16:9,
BenQ,VW2230H,21.5,1920 x 1080,,4,,16:9,
Auria,EQ276W,27.0,2560 x 1440,60,6,IPS,16:9,
V7,LED185W2R-DVI,18.5,1366 x 768,75,5,,16:9,
