brand,model,capacity,price_per_gb,type,cache,form_factor,interface,price
Seagate,IronWolf Pro,8 TB,$0.036,7200RPM,256,"3.5""",SATA 6 Gb/s,284.75
Seagate,Momentus 7200.4,500 GB,$0.080,7200RPM,16,"2.5""",SATA 3 Gb/s,39.99
SanDisk,Z400s,128 GB,$0.680,SSD,,"2.5""",SATA 6 Gb/s,87.00
Lexar,NS200,240 GB,$0.312,SSD,,"2.5""",SATA 6 Gb/s,74.98
SanDisk,Ultra Plus,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Plextor,M8Pe,256 GB,,SSD,512,PCI-E,PCIe x4,
SanDisk,X400,1 TB,$0.550,SSD,,M.2-2280,M.2 (B+M),550.00
Intel,DC P3600,1.6 TB,$0.783,SSD,,PCI-E,PCIe x4,1252.95
Team,T-Force Cardea Zero Z340,512 GB,,SSD,,M.2-2280,M.2 (M),
Hitachi,Deskstar 5K3000,3 TB,$0.027,5400RPM,32,"3.5""",SATA 6 Gb/s,79.89
SanDisk,X600,128 GB,$0.388,SSD,,M.2-2280,M.2 (B+M),49.66
Samsung,PM961,512 GB,$0.747,SSD,,M.2-2280,M.2 (M),382.50
Seagate,Barracuda XT,2 TB,$0.048,7200RPM,64,"3.5""",SATA 6 Gb/s,96.99
Seagate,Barracuda Compute,500 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,530 Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Silicon Power,SilmS55,120 GB,$0.203,SSD,,"2.5""",SATA 6 Gb/s,24.35
Kingston,KC600B,512 GB,$0.156,SSD,,"2.5""",SATA 6 Gb/s,79.98
Intel,520 Series Cherryville,240 GB,$0.250,SSD,,"2.5""",SATA 6 Gb/s,59.99
Team,T-FORCE DELTA RGB,500 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,CaviarBlue,250 GB,$0.120,7200RPM,8,"3.5""",SATA 3 Gb/s,29.99
Seagate,ST4000VN000,4 TB,$0.046,5900RPM,64,"3.5""",SATA 6 Gb/s,184.99
Western Digital,Red,5 TB,$0.075,5400RPM,64,"3.5""",SATA 6 Gb/s,376.32
Intel,D3-S4510,3.84 TB,$0.218,SSD,,"2.5""",SATA 6 Gb/s,836.99
Seagate,600 Series,240 GB,$0.583,SSD,,"2.5""",SATA 6 Gb/s,139.99
Crucial,MX300,2.05 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,Re,1 TB,$0.062,7200RPM,64,"3.5""",SATA 6 Gb/s,61.99
PNY,CS1311,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,UV500,1.92 TB,$0.155,SSD,,"2.5""",SATA 6 Gb/s,297.94
Kingston,UV500,120 GB,$0.616,SSD,,"2.5""",SATA 6 Gb/s,73.94
Toshiba,Product Series:DT01ACA,1 TB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
Seagate,Surveillance HDD,3 TB,,5900RPM,64,"3.5""",SATA 6 Gb/s,
AMD,Radeon R3,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,EXOS Enterprise,6 TB,$0.033,7200RPM,256,"3.5""",SATA 6 Gb/s,197.50
Western Digital,WDPurple,3 TB,$0.027,5400RPM,64,"3.5""",SATA 6 Gb/s,81.96
Transcend,TS480GSSD220S,480 GB,$0.129,SSD,,"2.5""",SATA 6 Gb/s,61.86
Toshiba,X300,14 TB,$0.040,7200RPM,256,"3.5""",SATA 6 Gb/s,556.37
Hitachi,Ultrastar 7K6000,4 TB,$0.053,7200RPM,128,"3.5""",SATA 6 Gb/s,213.00
Kingston,KC600B,256 GB,$0.234,SSD,,"2.5""",SATA 6 Gb/s,59.79
Hitachi,0F23663,6 TB,$0.194,7200RPM,128,"3.5""",SATA 6 Gb/s,1163.00
AMD,RADEON-R7SSD-480G,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,XPG SX950U,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,SkyHawk AI,14 TB,$0.022,7200RPM,256,"3.5""",SATA 6 Gb/s,313.95
Mushkin,PILOT,250 GB,,SSD,,M.2-2280,M.2 (M),
Transcend,MTS400,32 GB,$1.093,SSD,,M.2-2242,M.2 (B+M),34.99
HP,2DP97AA#ABC,120 GB,$0.208,SSD,,"2.5""",SATA 6 Gb/s,24.99
Seagate,Momentus,1 TB,$0.091,5400RPM,8,"2.5""",SATA 6 Gb/s,90.99
Seagate,SV35.5,2 TB,$0.046,7200RPM,64,"3.5""",SATA 6 Gb/s,92.99
Silicon Power,SlimS55,240 GB,$0.132,SSD,,"2.5""",SATA 6 Gb/s,31.72
Samsung,Spinpoint F1 DT,640 GB,$0.062,7200RPM,16,"3.5""",SATA 3 Gb/s,39.99
Western Digital,Green,2 TB,$0.109,5900RPM,8,"2.5""",SATA 6 Gb/s,218.06
Lexar,NM210,128 GB,$0.273,SSD,,M.2-2280,M.2 (B+M),34.95
Hitachi,Deskstar 7K3000,3 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
HP,S700,500 GB,,SSD,,M.2-2280,M.2 (B+M),
Seagate,Constellation ES.3,4 TB,$0.030,7200RPM,128,"3.5""",SAS 6 Gb/s,119.00
Seagate,SkyHawk Surveillance,6 TB,$0.023,5400RPM,256,"3.5""",SATA 6 Gb/s,136.66
OCZ,RevoDrive 350 Series,240 GB,$1.471,SSD,,PCI-E,PCIe x8,352.99
Intel,320 Series,40 GB,$0.656,SSD,,"2.5""",SATA 3 Gb/s,26.24
Seagate,Exos 7E8,4 TB,$0.041,7200RPM,256,"3.5""",SATA 6 Gb/s,165.00
Seagate,Momentus 5400.6,250 GB,$0.112,5400RPM,8,"2.5""",SATA 3 Gb/s,27.99
Intel,Pro 5400s,1 TB,$1.045,SSD,,"2.5""",SATA 6 Gb/s,1044.74
Samsung,840 Series,500 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,840 EVO,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,IronWolf Pro,12 TB,$0.030,7200RPM,256,"3.5""",SATA 6 Gb/s,361.00
Seagate,Constellation ES,2 TB,$0.054,7200RPM,64,"3.5""",SATA 6 Gb/s,108.98
Western Digital,CaviarBlue,250 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Kingston,SSDNow V Series,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Samsung,840 EVO,500 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,Purple,6 TB,$0.027,5400RPM,64,"3.5""",SATA 6 Gb/s,164.99
Western Digital,VelociRaptor,600 GB,$0.198,10000RPM,32,"3.5""",SATA 6 Gb/s,118.65
SanDisk,Z400s,128 GB,$0.668,SSD,,M.2-2280,M.2 (B+M),85.50
Toshiba,Product Series:DT01ACA,2 TB,$0.070,7200RPM,64,"3.5""",SATA 6 Gb/s,140.80
Toshiba,P300,2 TB,$0.073,7200RPM,64,"3.5""",SATA 6 Gb/s,146.00
OCZ,ARC 100,480 GB,$0.146,SSD,,"2.5""",SATA 6 Gb/s,69.92
Samsung,Spinpoint F4,2 TB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Corsair,Force LE,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Team,T-Force Cardea,1 TB,$0.147,SSD,,M.2-2280,M.2 (M),146.99
Samsung,860 Evo,1 TB,,SSD,,mSATA,mSATA,
Mushkin,Enhanced RAW,250 GB,$0.140,SSD,,"2.5""",SATA 6 Gb/s,34.99
Verbatim,Vi550,512 GB,$0.143,SSD,,"2.5""",SATA 6 Gb/s,73.06
Intenso,High Performance,120 GB,$0.558,SSD,,"2.5""",SATA 6 Gb/s,67.00
Western Digital,BlackSN850(w/Heatsink),1 TB,,SSD,,M.2-2280,M.2 (M),
Western Digital,ScorpioBlue,1 TB,,5200RPM,8,"2.5""",SATA 3 Gb/s,
Intel,530 Series,120 GB,$1.158,SSD,,"2.5""",SATA 6 Gb/s,139.00
Western Digital,VelociRaptor,450 GB,$0.887,10000RPM,32,"2.5""",SATA 6 Gb/s,399.00
Seagate,ST90250N1A1AS-RK,250 GB,$0.100,5400RPM,8,"2.5""",SATA 3 Gb/s,24.99
Seagate,Enterprise,6 TB,,7200RPM,128,"3.5""",SAS 12 Gb/s,
Kingston,HyperX FURY RGB BUNDLE,240 GB,$0.308,SSD,,"2.5""",SATA 6 Gb/s,73.99
Seagate,Constellation ES.3,2 TB,$0.090,7200RPM,128,"3.5""",SATA 6 Gb/s,179.99
Toshiba,S300,4 TB,$0.025,5400RPM,128,"3.5""",SATA 6 Gb/s,101.13
Transcend,TS512GSSD230S,512 GB,$0.134,SSD,,"2.5""",SATA 6 Gb/s,68.41
Transcend,TS256GSSD230S,256 GB,$0.164,SSD,,"2.5""",SATA 6 Gb/s,41.99
Transcend,MTS600,32 GB,$1.090,SSD,,M.2-2260,M.2 (B+M),34.89
Intenso,3812430,128 GB,$0.516,SSD,,"2.5""",SATA 6 Gb/s,66.00
Western Digital,CaviarGreen,500 GB,$0.066,5400RPM,32,"3.5""",SATA 3 Gb/s,32.99
Corsair,MP300,240 GB,,SSD,,M.2-2280,M.2 (B+M),
Plextor,M8VG,128 GB,$0.398,SSD,256,M.2-2280,M.2 (B+M),51.00
Western Digital,ScorpioBlue,160 GB,$0.200,5400RPM,8,"2.5""",SATA 3 Gb/s,31.99
Seagate,SV35.5,1 TB,,7200RPM,32,"3.5""",SATA 3 Gb/s,
Hitachi,HTS547550A9E384,500 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Samsung,PM961,1 TB,,SSD,,M.2-2280,M.2 (M),
Micron,1100,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Transcend,TS8GPSD520,8 GB,$14.875,SSD,,"2.5""",PATA 100,119.00
Seagate,EXOS Enterprise,16 TB,$0.033,7200RPM,256,"3.5""",SAS 12 Gb/s,527.20
Kingston,HyperX FURY RGB BUNDLE,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Silicon Power,S55,480 GB,$0.290,SSD,,"2.5""",SATA 6 Gb/s,138.99
Seagate,Constellation ES.3,3 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Western Digital,BLACKSERIES,750 GB,$0.080,7200RPM,16,"2.5""",SATA 6 Gb/s,60.00
Western Digital,ScorpioBlue,80 GB,$0.400,5400RPM,8,"2.5""",SATA 3 Gb/s,31.99
PNY,Optima,240 GB,$0.286,SSD,,"2.5""",SATA 6 Gb/s,68.76
Seagate,Skyhawk AI,10 TB,$0.029,7200RPM,256,"3.5""",SATA 6 Gb/s,292.26
Transcend,220S,256 GB,$0.227,SSD,,M.2-2280,M.2 (M),57.99
Crucial,M4,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,MK1002TSKB,1 TB,,7200RPM,64,"3.5""",SATA 3 Gb/s,
Samsung,840 EVO,750 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Silicon Power,SU256GBSS3A55S25AE,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
XPG,GAMMIX S10,512 GB,,SSD,,M.2-2280,M.2 (M),
Hitachi,Ultrastar He10,10 TB,$0.028,7200RPM,256,"3.5""",SATA 6 Gb/s,275.93
Western Digital,Purple,10 TB,$0.026,7200RPM,256,"3.5""",SATA 6 Gb/s,259.99
Seagate,IronWolf,6 TB,$0.046,7200RPM,128,"3.5""",SATA 6 Gb/s,274.67
Patriot,VPR100 RGB,256 GB,$0.266,SSD,,M.2-2280,M.2 (M),67.98
Seagate,IronWolf NAS,240 GB,$0.354,SSD,,"2.5""",SATA 6 Gb/s,84.99
Intel,520 Series Cherryville,120 GB,$0.717,SSD,,"2.5""",SATA 6 Gb/s,86.00
SanDisk,Ultra,240 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Western Digital,Raptor,150 GB,,10000RPM,16,"3.5""",SATA 3 Gb/s,
Corsair,Force Series GS,480 GB,$2.055,SSD,,"2.5""",SATA 6 Gb/s,986.59
Corsair,Force LE,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Silicon Power,SU512GBP34A80M28AB,512 GB,,SSD,,M.2-2280,M.2 (M),
Samsung,PM981a,512 GB,,SSD,,M.2-2280,M.2 (M),
Intel,320 Series,600 GB,$1.592,SSD,,"2.5""",SATA 3 Gb/s,955.00
SanDisk,SSD PLUS,960 GB,$0.130,SSD,,"2.5""",SATA 6 Gb/s,124.99
OCZ,TRION 150,120 GB,$0.625,SSD,,"2.5""",SATA 6 Gb/s,74.95
Crucial,BX300,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,CaviarGreen,1 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Intel,530 Series,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Nytro Enterprise,1.92 TB,,SSD,,M.2-22110,M.2 (M),
SanDisk,X400,256 GB,,SSD,,M.2-2280,M.2 (B+M),
Seagate,IronWolf 510,240 GB,$0.417,SSD,,M.2-2280,M.2 (M),99.99
Western Digital,WDBMMA0030HNC-NRSN,3 TB,$0.028,5400RPM,64,"3.5""",SATA 6 Gb/s,82.99
Western Digital,RedPro,6 TB,$0.046,7200RPM,128,"3.5""",SATA 6 Gb/s,276.98
Transcend,TS64GSSD370S,64 GB,$0.547,SSD,,"2.5""",SATA 6 Gb/s,34.99
Team,L5 LITE,120 GB,$0.917,SSD,,"2.5""",SATA 6 Gb/s,110.00
Patriot,Scorch,512 GB,$0.303,SSD,,M.2-2280,M.2 (B+M),154.99
SanDisk,Solid State Drive,256 GB,$1.635,SSD,,"2.5""",SATA 6 Gb/s,418.59
SanDisk,Extreme II,120 GB,$0.467,SSD,,"2.5""",SATA 6 Gb/s,56.00
OCZ,Vertex 3,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V300 Series,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Micron,1100,512 GB,,SSD,,M.2-2280,M.2 (B+M),
Toshiba,N300,14 TB,$0.034,7200RPM,256,"3.5""",SATA 6 Gb/s,469.99
PNY,XLR8 CS2311,500 GB,$0.142,SSD,,"2.5""",SATA 6 Gb/s,71.08
Intel,SSD DC S3500 Series,800 GB,$0.374,SSD,,"1.8""",SATA 6 Gb/s,298.99
PNY,XLR8 CS2311,250 GB,$0.200,SSD,,"2.5""",SATA 6 Gb/s,49.99
Western Digital,WDSE,3 TB,$0.040,7200RPM,64,"3.5""",SATA 6 Gb/s,120.00
Western Digital,BLACKSERIES,500 GB,$0.190,7200RPM,16,"2.5""",SATA 6 Gb/s,95.14
Mushkin,PILOT,500 GB,,SSD,,M.2-2280,M.2 (M),
SanDisk,X300S,512 GB,$0.246,SSD,,"2.5""",SATA 6 Gb/s,126.00
Kingston,HyperX FURY RGB,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,830 Series,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Travelstar 5K1000,1 TB,$0.090,5400RPM,8,"2.5""",SATA 6 Gb/s,89.99
Intel,730 Series,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,540s,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
XPG,GAMMIX S10,256 GB,,SSD,,M.2-2280,M.2 (M),
Toshiba,XG3,128 GB,$2.109,SSD,,M.2-2280,M.2 (M),270.00
Toshiba,MG06ACA800E,8 TB,$0.026,7200RPM,256,"3.5""",SATA 6 Gb/s,212.00
Seagate,IronWolf NAS,960 GB,$0.208,SSD,,"2.5""",SATA 6 Gb/s,199.99
Team,L5 LITE,60 GB,$0.433,SSD,,"2.5""",SATA 6 Gb/s,25.96
Intel,SSD DC S3500 Series,800 GB,$0.136,SSD,,"2.5""",SATA 6 Gb/s,108.74
Western Digital,CaviarBlack,640 GB,$0.275,7200RPM,32,"3.5""",SATA 3 Gb/s,175.89
Samsung,830 Series,512 GB,$1.800,SSD,,"2.5""",SATA 6 Gb/s,921.69
Western Digital,WDBSLA0010HNC-NRSN,1 TB,$0.063,7200RPM,,"3.5""",SATA 6 Gb/s,62.99
Seagate,BarraCuda Pro,5 TB,$0.085,7200RPM,128,"3.5""",SATA 6 Gb/s,424.64
Intel,710 Series ( Lyndonville),200 GB,$4.530,SSD,,"2.5""",SATA 3 Gb/s,905.95
Plextor,M9Pe,256 GB,$0.249,SSD,,M.2-2280,M.2 (M),63.79
Intel,DC P4500,2 TB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Colossus LT,1 TB,,SSD,128,"3.5""",SATA 3 Gb/s,
Seagate,Barracuda LP,2 TB,$0.048,5900RPM,32,"3.5""",SATA 3 Gb/s,96.99
Seagate,Barracuda XT,3 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Corsair,Force LE,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Transcend,220S,2 TB,$0.127,SSD,,M.2-2280,M.2 (M),254.95
Hitachi,Ultrastar He10,10 TB,$0.027,7200RPM,256,"3.5""",SATA 6 Gb/s,270.00
Western Digital,VelociRaptor,500 GB,$0.154,10000RPM,64,"3.5""",SATA 6 Gb/s,76.89
Intel,330 Series,120 GB,$1.455,SSD,,"2.5""",SATA 6 Gb/s,174.59
Samsung,MZVPV256HDGL-00000,256 GB,$0.756,SSD,,M.2-2280,M.2 (M),193.50
Western Digital,ScorpioBlue,120 GB,$1.067,5400RPM,8,"2.5""",SATA 3 Gb/s,128.00
Hitachi,Deskstar,1 TB,,7200RPM,32,"3.5""",SATA 3 Gb/s,
Seagate,Momentus 7200 FDE.2,500 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Seagate,Barracuda,3 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Crucial,M500,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Plextor,M8Pe,1 TB,,SSD,1024,PCI-E,PCIe x4,
Samsung,PM871b,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,Spinpoint M8,1 TB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Toshiba,PH3400U-1I72,4 TB,$0.041,7200RPM,128,"3.5""",SATA 6 Gb/s,165.00
Western Digital,CaviarGreen,1 TB,,5400RPM,64,"3.5""",SATA 3 Gb/s,
Samsung,SM961,256 GB,,SSD,,M.2-2280,M.2 (M),
Seagate,Nytro Enterprise,3.84 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Force Series 3,120 GB,$2.505,SSD,,"2.5""",SATA 6 Gb/s,300.58
Toshiba,MQ01ABF050M,500 GB,$0.145,5400RPM,8,"2.5""",SATA 6 Gb/s,72.31
Seagate,BarraCuda Compute,250 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Deskstar,2 TB,,7200RPM,32,"3.5""",SATA 3 Gb/s,
Seagate,Barracuda Green,1 TB,,5900RPM,32,"3.5""",SATA 3 Gb/s,
Hitachi,Ultrastar 7K4000,4 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Crucial,MX200,1 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Zotac,ZTSSD-A4P-120G,120 GB,,SSD,32,"2.5""",SATA 6 Gb/s,
Toshiba,HDWA120XZSTA,2 TB,$0.092,5700RPM,64,"3.5""",SATA 6 Gb/s,184.28
Western Digital,Purple,10 TB,$0.034,5400RPM,256,"3.5""",SATA 6 Gb/s,339.99
Team,DELTA PHANTOM Gaming RGB,1 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,MG05ACA800E,8 TB,$0.031,7200RPM,128,"3.5""",SATA 6 Gb/s,249.00
Intel,750 Series,1.2 TB,,SSD,,PCI-E,PCIe x4,
Toshiba,X300,12 TB,$0.030,7200RPM,256,"3.5""",SATA 6 Gb/s,357.98
Seagate,NAS HDD,4 TB,$0.071,5900RPM,64,"3.5""",SATA 6 Gb/s,285.27
Western Digital,AV-GP,160 GB,$0.567,5400RPM,8,"3.5""",SATA 3 Gb/s,90.78
Western Digital,ScorpioBlue,500 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint F2 EG,1 TB,$0.080,5400RPM,32,"3.5""",SATA 3 Gb/s,79.98
Samsung,Spinpoint F1 DT,500 GB,$0.080,7200RPM,16,"3.5""",SATA 3 Gb/s,39.99
Western Digital,Gold,10 TB,,7200RPM,256,"3.5""",SATA 6 Gb/s,
SanDisk,X600,128 GB,$0.415,SSD,,"2.5""",SATA 6 Gb/s,53.08
Seagate,Exos X16,14 TB,,7200RPM,256,"3.5""",SATA 6 Gb/s,
Western Digital,CaviarBlue,500 GB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
Seagate,Barracuda,320 GB,$0.094,7200RPM,16,"3.5""",SATA 3 Gb/s,29.99
Toshiba,MK2576GSX,250 GB,$0.112,5400RPM,8,"2.5""",SATA 3 Gb/s,27.99
Hitachi,Deskstar 7K1000.D,500 GB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
SanDisk,Solid State Drive,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,RD400,512 GB,,SSD,,M.2-2280,M.2 (M),
Seagate,SkyHawk Surveillance,10 TB,$0.036,7200RPM,256,"3.5""",SATA 6 Gb/s,361.00
Western Digital,WDBMYH0010BNC-NRSN,1 TB,$0.048,5400RPM,8,"2.5""",SATA 3 Gb/s,47.99
Mushkin,PILOT,120 GB,$0.367,SSD,,M.2-2280,M.2 (M),43.99
Toshiba,N300,8 TB,$0.029,7200RPM,128,"3.5""",SATA 6 Gb/s,229.94
Intel,320 Series,40 GB,$1.500,SSD,,"2.5""",SATA 3 Gb/s,60.00
Toshiba,s300,5 TB,$0.029,5400RPM,128,"3.5""",SATA 6 Gb/s,144.99
SanDisk,X400,512 GB,$0.645,SSD,,M.2-2280,M.2 (B+M),329.99
OCZ,ARC 100,240 GB,$0.604,SSD,,"2.5""",SATA 6 Gb/s,144.98
Seagate,Momentus SpinPoint,2 TB,,5400RPM,32,"2.5""",SATA 6 Gb/s,
Corsair,Neutron XTi,1.92 TB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,XPG GAMMIX S11,960 GB,,SSD,,M.2-2280,M.2 (M),
Mushkin,Enhanced Source,2 TB,$0.162,SSD,2048,"2.5""",SATA 6 Gb/s,324.14
Patriot,Blaze,120 GB,$1.858,SSD,32,"2.5""",SATA 6 Gb/s,222.99
Western Digital,Gold,8 TB,$0.039,7200RPM,256,"3.5""",SATA 6 Gb/s,314.99
Western Digital,RE3,500 GB,$0.080,7200RPM,16,"3.5""",SATA 3 Gb/s,39.99
Kingston,SSDNow V+ Series,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Western Digital,CaviarBlack,1.5 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
ADATA,Premier Pro SP900,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vertex 3,120 GB,,SSD,,"3.5""",SATA 6 Gb/s,
Samsung,840 Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,PM951,256 GB,,SSD,,M.2-2280,M.2 (M),
OCZ,RD400A,1 TB,,SSD,,PCI-E,PCIe x4,
Toshiba,XG3,512 GB,,SSD,,M.2-2280,M.2 (M),
Western Digital,Purple,6 TB,$0.024,5400RPM,64,"3.5""",SATA 6 Gb/s,144.99
Intel,DC P3700,400 GB,,SSD,,PCI-E,PCIe x4,
Seagate,IronWolf 510,480 GB,$0.329,SSD,,M.2-2280,M.2 (M),157.94
Seagate,SkyHawk,6 TB,$0.038,5900RPM,256,"3.5""",SATA 6 Gb/s,229.49
Western Digital,RedPro,4 TB,$0.051,7200RPM,128,"3.5""",SATA 6 Gb/s,205.98
Western Digital,Blue,500 GB,$0.076,7200RPM,8,"3.5""",SATA 3 Gb/s,37.99
Corsair,MP300,480 GB,,SSD,,M.2-2280,M.2 (B+M),
HP,Z Turbo Drive PCIe,256 GB,$0.234,SSD,,M.2-2280,M.2 (M),59.99
Western Digital,WDGreen,1 TB,$0.104,5400RPM,64,"3.5""",SATA 3 Gb/s,104.41
Seagate,Constellation ES,2 TB,$0.077,7200RPM,64,"3.5""",SATA 3 Gb/s,153.98
Intel,DC P3600,400 GB,$1.224,SSD,,PCI-E,PCIe x4,489.74
Samsung,840 Series,250 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,HDD3B04,1 TB,,7200RPM,64,"3.5""",SAS 6 Gb/s,
OCZ,ARC 100,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
SK,hynix SH910A,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Travelstar 7K1000,1 TB,,7200RPM,32,"2.5""",SATA 6 Gb/s,
Samsung,SM951,512 GB,,SSD,512,M.2-2280,M.2 (M),
ADATA,Premier SP550,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,HDS723020ALA640,2 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
SanDisk,X400,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
AMD,Radeon R3,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,RD400,256 GB,,SSD,,M.2-2280,M.2 (M),
ADATA,Premier,960 GB,$0.415,SSD,,"2.5""",SATA 6 Gb/s,398.58
Toshiba,XG5,1 TB,,SSD,,M.2-2280,M.2 (M),
Toshiba,HDEPR13GEA51,2 TB,$0.060,7200RPM,64,"3.5""",SATA 6 Gb/s,119.73
Hitachi,Ultrastar He10,8 TB,$0.031,7200RPM,256,"3.5""",SATA 6 Gb/s,249.90
Kingston,SSDNow E100,100 GB,$7.993,SSD,,"2.5""",SATA 6 Gb/s,799.28
Intel,750 Series,400 GB,$1.500,SSD,,PCI-E,PCIe x4,599.99
Seagate,BarraCuda Compute,500 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Barracuda 7200.10,80 GB,$1.841,7200RPM,2,"3.5""",SATA 3 Gb/s,147.25
Transcend,MTS400,128 GB,$0.773,SSD,,M.2-2242,M.2 (B+M),98.93
Seagate,Barracuda Compute,1 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Constellation ES,500 GB,$0.080,7200RPM,32,"3.5""",SATA 3 Gb/s,39.99
Corsair,Force Series GT,240 GB,$2.077,SSD,,"2.5""",SATA 6 Gb/s,498.59
VisionTek,Data Fusion,240 GB,$1.720,SSD,,PCI-E,PCIe x2,412.72
SanDisk,X400,128 GB,,SSD,,M.2-2280,M.2 (B+M),
Western Digital,CaviarBlack,1 TB,$0.300,7200RPM,32,"3.5""",SATA 3 Gb/s,299.95
Intel,DC S3700 Series,100 GB,$1.850,SSD,,"2.5""",SATA 6 Gb/s,185.00
Seagate,SkyHawk,3 TB,$0.034,5900RPM,64,"3.5""",SATA 6 Gb/s,100.62
Team,L5 LITE,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,ScorpioBlue,80 GB,$1.238,5400RPM,8,"2.5""",SATA 1.5 Gb/s,99.00
Hitachi,Deskstar 7K1000.D,1 TB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
ADATA,Premier Pro SP600,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow M.2,120 GB,,SSD,256,M.2-2280,M.2 (B+M),
Intel,730 Series,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,Spinpoint M8,500 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Crucial,BX100,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,HGST Ultrastar,4 TB,,7200RPM,128,"3.5""",SAS 12 Gb/s,
Silicon Power,S55,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Enterprise Performance,900 GB,$0.351,15000RPM,256,"2.5""",SAS 12 Gb/s,316.00
